ds,yhat,yhat_lower,yhat_upper
2025-04-03,4.653490370762518,1.8181621345678438,7.492900272355588
2025-04-04,6.184193038614173,3.504203876658442,9.017599150154162
2025-04-05,6.583208912192817,3.627083518768161,9.567206856371284
2025-04-06,4.280408694989883,1.3644247502096234,7.0931138154606295
2025-04-07,4.771504762355396,1.8853435771203029,7.682182884817312
2025-04-08,4.35081190877469,1.443799476087477,7.432082359805293
2025-04-09,5.459919132841372,2.528510285056525,8.715056528056374
2025-04-10,4.641214046419209,1.7948921690153201,7.738244442214211
2025-04-11,6.150463552343556,3.195857829612974,9.043983825000376
2025-04-12,6.5309557082625345,3.799054063498673,9.379056570255255
2025-04-13,4.212967063993674,1.0733663235261113,6.976024210226426
2025-04-14,4.6925387007405925,1.6277722074105894,7.475783850276702
2025-04-15,4.264228176153125,1.4392376726970284,7.224053803056869
2025-04-16,5.369774287236002,2.4101784969592472,8.230845960186013
2025-04-17,4.551616480632479,1.6606254884982292,7.508551197395653
2025-04-18,6.065472754903778,3.110172083882224,9.068869335552577
2025-04-19,6.4544811189802145,3.470345187854261,9.476015267763653
2025-04-20,4.148668987181553,1.2017069137524585,7.110417422105311
2025-04-21,4.643733767153165,1.6790101813925027,7.581824801394303
2025-04-22,4.233801807960849,1.4257883017350252,7.055445687734071
2025-04-23,5.360102516563604,2.484507763680057,8.359207633829296
2025-04-24,4.56449930133043,1.6965830513023612,7.4214956619351184
2025-04-25,6.102080950990029,3.0779730239402796,9.000964543222295
2025-04-26,6.515318219238233,3.6317498520548543,9.255746763594
2025-04-27,4.23354964378416,1.4599732872632019,7.289445466461492
2025-04-28,4.751779461259073,1.9291605145843744,7.667002550574212
2025-04-29,4.363454351792655,1.3355349911907142,7.208558326982949
2025-04-30,5.509155365027568,2.775363593923861,8.481190650372449
2025-05-01,4.73014621295797,1.9300182230176604,7.60487141603929
2025-05-02,6.280981066340541,3.313146314130999,9.029270292649642
2025-05-03,6.703676165021549,3.709434562817298,9.6885527246044
2025-05-04,4.427208836665978,1.6124390433007307,7.571549781962513
2025-05-05,4.9463263897695136,2.0063490948612714,7.934696309864654
2025-05-06,4.5543312708627495,1.7745602051344969,7.285224300514439
2025-05-07,5.691778553083548,2.719675712719938,8.42278962329538
2025-05-08,4.900026731857605,2.0525940847340576,7.773177120626492
2025-05-09,6.433844831270096,3.493010199988991,9.30818511543062
2025-05-10,6.835580084173856,4.169337338113589,9.800773089006755
2025-05-11,4.534649821401843,1.71246980982678,7.412876006908495
2025-05-12,5.026340166212295,2.187073405257125,7.937258204247473
2025-05-13,4.604578141533594,1.607977912309502,7.674496132587987
2025-05-14,5.7106135587600955,2.851677923237882,8.746170548869099
2025-05-15,4.886552042195959,2.2706740130880827,7.779758783733343
2025-05-16,6.387942639384087,3.3515728720516162,9.181217044255929
2025-05-17,6.757924783832298,3.8520954675564867,9.477557975613463
2025-05-18,4.426698793424952,1.6530826343457166,7.164304098448985
2025-05-19,4.890303077406496,1.9643945680846164,7.880154259923684
2025-05-20,4.443365251152038,1.4832805260725277,7.367304868032575
2025-05-21,5.527764116004626,2.572204282402091,8.4978279811479
2025-05-22,4.686144427931285,1.6541226087390732,7.751644348000612
2025-05-23,6.174488439746818,3.3593028783195598,9.10671468961479
2025-05-24,6.536249466193056,3.581572512679225,9.501437471484738
2025-05-25,4.201812072387983,1.0394473553355514,7.254777021964343
2025-05-26,4.667262397160407,1.826976682805961,7.332519992537298
2025-05-27,4.227136058807382,1.3328018110766153,7.089717112135566
2025-05-28,5.323080750909271,2.3870428297957873,8.251613242137923
2025-05-29,4.4973754976484726,1.662262120562829,7.59514991199384
2025-05-30,6.005510491182616,2.794332632184747,8.89955076539586
2025-05-31,6.3903325910157855,3.4716501885390105,9.379048831840064
2025-06-01,4.08152081106831,0.9620790982140781,6.902430034619577
2025-06-02,4.574374933147419,1.6188794502909676,7.554719308328258
2025-06-03,4.162584229241743,1.1820369834574405,7.218646507051638
2025-06-04,5.286912861515431,2.4389915079092304,8.133245364820057
2025-06-05,4.488743320256573,1.5544780191930492,7.240524013059439
2025-06-06,6.02268116919365,3.1607017428786928,8.861760819932362
2025-06-07,6.430725492584983,3.815960332478722,9.516712401878534
2025-06-08,4.141768672827781,1.2086314048278273,6.9783433422710175
2025-06-09,4.650407947516327,1.7582179135916063,7.7196252449312945
2025-06-10,4.249735068032221,1.1679348372741345,7.264471951393968
2025-06-11,5.380040009905329,2.4998580682202047,8.201543403735158
2025-06-12,4.582369547086485,1.7007673555456124,7.44448661181075
2025-06-13,6.1111434850164486,3.054903894073035,8.991794365159857
2025-06-14,6.508332588073032,3.621904820105885,9.482743195457997
2025-06-15,4.202961532538177,1.2995135054084284,6.979084129599977
2025-06-17,4.262742691811592,1.3928402840557588,7.047731419444582
2025-06-18,5.3623108108056945,2.439524336587042,8.221046049526993
2025-06-19,4.530388551977101,1.690427758015267,7.5811933302128836
2025-06-20,6.022225233762382,3.1682517441475557,9.053962074875482
2025-06-21,6.380711048017744,3.3702339730958886,9.341908457420404
2025-06-22,4.035855842798924,0.9127471541612487,7.191007416005772
2025-06-23,4.483573091136095,1.6672644906177185,7.316980641749432
2025-06-24,4.018436049772436,1.2278898888835006,7.088253802472751
2025-06-25,5.082342915345698,1.9534622640110446,7.7623762019842175
2025-06-26,4.2180328013184045,1.3614694252898196,7.355472690244981
2025-06-27,5.681656472310288,2.817661117493008,8.513818011061103
2025-06-28,6.01690709112899,3.0274484129764887,8.72367275401483
2025-06-29,3.654475640006146,0.6413986748961809,6.388520200692849
2025-06-30,4.0908146414011135,1.0374596799355904,7.074430127477865
2025-07-01,3.620877790680375,0.4862017685987953,6.616674459256097
2025-07-02,4.686772819560738,1.8797509261363812,7.421504563562461
2025-07-03,3.8312698126933267,0.9156731476946319,6.761023923952746
2025-07-04,5.310369187609571,2.45294008237519,8.253266430583079
2025-07-05,5.667434733210198,2.921967307351624,8.78607121516596
2025-07-06,3.332656366871321,0.4353312354955118,6.1891821879834
2025-07-07,3.801826093139682,0.9717787582187004,6.710254295242008
2025-07-08,3.3690944939761,0.39785108768011973,6.212071407538179
2025-07-09,4.475644653452271,1.7572347460789461,7.516348696203604
2025-07-10,3.663225200161145,0.6205355775240089,6.510942832151973
2025-07-11,5.186746028510806,2.1910567846300992,7.958465821889875
2025-07-12,5.588441352088878,2.6929599904644754,8.449882004511203
2025-07-13,3.297363934231854,0.16422222761142022,6.316268325015536
2025-07-14,3.8081931124209873,0.8227944825101963,6.784680855362258
2025-07-15,3.4140230528842137,0.6288145437352252,6.207587944744855
2025-07-16,4.555067242040564,1.525144721240584,7.492285871909474
2025-07-17,3.7722200241756916,0.928020189860165,6.638497906166094
2025-07-18,5.319677919984755,2.3789741163652414,7.961276137972982
2025-07-19,5.7391246237110165,2.9117292201133247,8.678023753240405
2025-07-20,3.459242861302981,0.7319366431963543,6.200222643690173
2025-07-21,3.974535177066093,1.0482135643154884,6.6934499609568725
2025-07-22,3.5781196642209885,0.7987858509453849,6.5621299595136815
2025-07-23,4.710436369040053,1.8074232268914994,7.6172220835475395
2025-07-24,3.9128050523298574,1.07777306285516,6.777605531989435
2025-07-25,5.440037075214451,2.33628762835019,8.19570727694583
2025-07-26,5.834605497245723,2.6518875725027864,8.83432220852553
2025-07-27,3.5261369151330966,0.5754342439991001,6.336295467638957
2025-07-28,4.010207601271318,0.9056514758528371,6.812224956864342
2025-07-29,3.58111058556762,0.7075820135896056,6.452819155524688
2025-07-30,4.680530156469485,1.396335999404703,7.391231340121363
2025-07-31,3.8510653093009117,0.8983173027593301,6.736107601139266
2025-08-01,5.348805835100803,2.300017101037033,8.124913097009998
2025-08-02,5.717466109916282,2.8353561056640957,8.73080002580791
2025-08-03,3.38784111514986,0.5815452979445817,6.18874473398132
2025-08-04,3.856568246937136,1.0722439957042988,6.606435579555361
2025-08-05,3.418862527450832,0.5986647088813309,6.267337712175203
2025-08-06,4.517162606086631,1.8259040108342284,7.464797812640499
2025-08-07,3.6946299102710833,0.8422661038676694,6.573269025664876
2025-08-08,5.207705358554243,2.2169796835043236,8.171469059025725
2025-08-09,5.60022929478731,2.735509169659185,8.429264721585623
2025-08-10,3.30288962186746,0.4930023544461111,6.368439377204233
2025-08-11,3.811981983113001,0.9838884588917531,6.73324271686073
2025-08-12,3.422149727162762,0.3117529910629728,6.252030902309502
2025-08-13,4.575040986558195,1.4417899056069436,7.49083818817812
2025-08-14,3.812825006228592,0.9301685767065745,6.734280709624111
2025-08-15,5.390771734459195,2.406559176917591,8.29083423962541
2025-08-16,5.851399776790955,2.965689853224526,8.978559372851276
2025-08-17,3.6239569860270366,0.7266252866215093,6.585718139170342
2025-08-18,4.203216702335712,1.4160568603134664,6.79695353223247
2025-08-19,3.8822564355974363,1.0995550336281499,6.927826175645649
2025-08-20,5.101155301149335,2.426630687292468,7.960020164128947
2025-08-22,6.034261086883736,3.110112683953134,8.892166223461786
2025-08-23,6.543467028122551,3.767461253828416,9.518257410111842
2025-08-24,4.356233420134526,1.2792904947131676,7.097542737382492
2025-08-25,4.966335218562994,2.026376114558748,7.8102869463033695
2025-08-26,4.666064358327126,1.9266927446199626,7.460867499310784
2025-08-27,5.894949451861664,2.9426801038476564,8.60255882884454
2025-08-28,5.193329229387073,2.2022520236600864,8.177425850068671
2025-08-29,6.814982140257612,3.8127400924151695,9.774542175001239
2025-08-30,7.301315798208677,4.351221676812366,10.081765020823068
2025-08-31,5.080879345329085,2.2099140631421883,7.779245840032926
2025-09-01,5.648180804103956,2.7027678598844447,8.721267571804514
2025-09-02,5.2964755465851,2.229535598467054,8.2130307904709
2025-09-03,6.466461830626727,3.6046989486035876,9.530425964784522
2025-09-04,5.699824409597661,2.8787727503635683,8.724812044594469
2025-09-05,7.251829398202395,4.150968068406358,10.21789326583454
2025-09-06,7.665474978966776,4.640798386355033,10.527867798998049
2025-09-07,5.370962043387172,2.4266576965779194,8.483596588950435
2025-09-08,5.864467943668955,3.0441845359910253,8.836939425514984
2025-09-09,5.440890651140079,2.5532036080809815,8.31885573783016
2025-09-10,6.542500465962236,3.6589954609194244,9.725627740694586
2025-09-11,5.712441475405854,2.8688208779997857,8.767609435383179
2025-09-12,7.2072870972992895,4.294339614903586,10.084444716319954
2025-09-13,7.571155380157439,4.646721093723895,10.23728471828353
2025-09-14,5.235149141309344,2.4202295298311407,8.120018774265757
2025-09-15,5.696104982157698,2.729401325292016,8.529613570358663
2025-09-16,5.249319190129313,2.3042551836842677,8.012291949182472
2025-09-17,6.337188212974164,3.3467001293894243,9.188245604029824
2025-09-18,5.502706261530193,2.708204160296276,8.296909238314505
2025-09-19,7.0020245365053055,4.089934008307219,9.868561671401244
2025-09-20,7.37857770841782,4.535735281537515,10.314252296665801
2025-09-21,5.062542486797751,2.3458372246238555,8.073382821037487
2025-09-22,5.549611875110547,2.5370201373911567,8.71608519307489
2025-09-23,5.133752490375357,2.205600500250063,8.035105285386445
2025-09-24,6.255881834550008,3.3207085309345583,9.156914808004931
2025-09-25,5.457407120263655,2.7286730783403037,8.290615000622187
2025-09-26,6.992829070007872,4.229882654361921,10.038043495505013
2025-09-27,7.4039151425487795,4.5350330971778146,10.299353169879305
2025-09-28,5.119205779673788,2.3164559671751044,8.064670079665989
2025-09-29,5.632835993972451,2.9909114678357622,8.777717203982347
2025-09-30,5.237338398997892,2.287274133757409,8.041982560239829
2025-10-01,6.372363326329186,3.612720301448776,9.22642326447202
2025-10-02,5.578256456260661,2.3351208953404576,8.373886058806157
2025-10-03,7.108696304624016,4.155918006684126,10.105786038779488
2025-10-04,7.504895070765823,4.51382544671245,10.380977971182551
2025-10-05,5.195125645888211,2.1550242861772815,8.25229577350095
2025-10-06,5.673556483340841,2.9699042039628187,8.625243040092824
2025-10-07,5.233060008045476,2.3212321854057305,7.945583326275049
2025-10-08,6.313929989840006,3.0656928490229816,9.362898522328033
2025-10-09,5.457448301225405,2.386981868450925,8.59094915304714
2025-10-10,6.91850360804596,4.1496807108565905,9.971377622291678
2025-10-11,7.239765915314612,4.617027554068738,10.239078836743925
2025-10-12,4.851180382524736,1.8971714121263055,7.738932888462585
2025-10-13,5.248762909568561,2.2546366506050806,8.399377523297723
2025-10-14,4.727364134200208,1.8910306798639558,7.491852743871025
2025-10-15,5.7293383682755135,3.0518615832050373,8.576333173449335
2025-10-16,4.798059106876684,2.0103987226158213,7.624518256660788
2025-10-17,6.190484953128581,3.375676094025993,9.172442070452913
2025-10-18,6.451281219937018,3.6203852051069476,9.325556319170278
2025-10-19,4.012261974812879,1.11701162439305,6.879540636885305
2025-10-20,4.371136357267391,1.5356055613882944,7.0284649901607334
2025-10-21,3.824227079352524,0.9991104290607759,6.82176615884068
2025-10-22,4.815098816692737,1.9419175836930105,7.6750985860483425
2025-10-23,3.8880391813478012,0.9653833857244014,6.776345676786465
2025-10-24,5.300597028438781,2.4172076597869236,8.219157100196892
2025-10-25,5.597684093798927,2.904754711909697,8.607191105990937
2025-10-26,3.2110052733866095,0.24294835267475184,6.2771991323065635
2025-10-27,3.6378017122215693,0.7355415955770964,6.592086078442691
2025-10-28,3.1735747376128893,0.2794408531011424,6.097828473954132
2025-10-29,4.260728249442085,1.179383500125573,7.16130254539109
2025-10-30,3.4420719497252925,0.44115987484586483,6.254529509113255
2025-10-31,4.973389646159219,2.2301815735203196,7.978457109752567
2025-11-01,5.3975779159610155,2.5696640080207387,8.326149907932367
2025-11-02,3.1441195536793036,0.11318588151013821,6.020220821686292
2025-11-03,3.707874930940647,0.9444259787399146,6.556638592933236
2025-11-04,3.381858136851788,0.4476717108555381,6.238717787608331
2025-11-05,4.605934249018495,1.6675542543988064,7.359671814780032
2025-11-06,3.920378790775459,1.0232195747719137,6.827255022014241
2025-11-07,5.578502251926878,2.797180908412092,8.59943893284887
2025-11-08,6.1208436058158915,3.2977645472017296,9.101051325304393
2025-11-09,3.974695931017485,0.9292764846771484,6.999573345623219
2025-11-10,4.632946021051407,1.6575122931941797,7.414697608678163
2025-11-11,4.386893708006494,1.490566093041728,7.310769039040857
2025-11-12,5.674986237622279,2.7799405189754363,8.636600441362845
2025-11-13,5.036407893241767,2.1290597333352905,7.954497742804623
2025-11-14,6.723727063273791,3.7439043298104924,9.543263177953488
2025-11-15,7.277104193304474,4.446359425505358,10.28964923974633
2025-11-16,5.12382344159994,2.3291736112320462,8.060272650897785
2025-11-17,5.757129839314903,2.6578243430004207,8.575448768331182
2025-11-18,5.469037807477749,2.696864331885294,8.388176690392205
2025-11-19,6.699046697297453,3.891497169635364,9.548513611184802
2025-11-20,5.987704073099618,2.8601234423953366,8.977840719405828
2025-11-21,7.589219632390151,4.686426418059062,10.543633748192521
2025-11-22,8.04563406261067,5.1647001187115835,11.115501160799846
2025-11-23,5.786306647076045,3.057048467624998,8.701058982190338
2025-11-24,6.306704524463086,3.2273908856288775,9.409089071723956
2025-11-25,5.9011606368682,2.9541627648843187,8.666537807622214
2025-11-26,7.01153726577281,4.128022913889798,10.107091039167853
2025-11-27,6.1807371262682205,3.309928443590792,9.13721873618554
2025-11-28,7.665266151666813,4.75805267163293,10.564404716739407
2025-11-29,8.009353461828164,5.2546142153636195,10.97330848374482
2025-11-30,5.644393448161276,2.6011246532750896,8.533006735422747
2025-12-01,6.0676939000339,3.041492972748759,8.894936881502089
2025-12-02,5.575198103854263,2.6457624465443366,8.221988625862611
2025-12-03,6.61011856592726,3.7212067922298977,9.583712936823437
2025-12-04,5.71642492017705,2.8596625605809716,8.683105068928109
2025-12-05,7.151390570561867,4.303511826719921,10.110991522355159
2025-12-06,7.459703798825801,4.6336559748286374,10.438317328489548
2025-12-07,5.072908324619669,2.1825823828872304,7.914122037367757
2025-12-08,5.488157115781668,2.6652690024882912,8.418964375166123
2025-12-09,5.000947078572293,1.9490593282484159,7.852461397382153
2025-12-10,6.053771814115085,3.450621799146899,8.976074407412785
2025-12-11,5.189634388710324,2.3105628368261852,8.011907009477959
2025-12-12,6.664623924693939,3.7472852565906942,9.746554238559122
2025-12-13,7.022060890598768,4.239482937874747,9.916804466297584
2025-12-14,4.691975141452302,1.7964871771154616,7.6199667822953545
2025-12-15,5.169899511635078,2.3221128121738395,8.06398037010973
2025-12-16,4.749645562091966,1.6777945079621333,7.407803823850026
2025-12-17,5.871997634757827,2.844504869939034,8.843823247054042
2025-12-18,5.078266148819532,2.2376674117253907,8.002598149058576
2025-12-19,6.622902978528036,3.843003091325643,9.296266099494764
2025-12-20,7.047682893670483,4.182058874593707,10.003739414341378
2025-12-21,4.7812143064538875,1.8709717588660655,7.6562853570073575
2025-12-22,5.3177614288200585,2.228231002820197,8.395086660207761
2025-12-23,4.950043867707037,1.9439019395037014,7.825686098193207
2025-12-24,6.117949371568461,3.215230131212153,9.055095462937805
2025-12-25,5.362100366647972,2.514098134243577,8.241944283307943
2025-12-26,6.93647697263003,4.067982516777161,9.8376958158045
2025-12-27,7.382600475447154,4.546216563639426,10.422300521705594
2025-12-28,5.129040639370445,2.237315221260484,8.021515810290579
2025-12-29,5.670229235928106,2.8232204522373787,8.694649982192484
2025-12-30,5.299246213713094,2.5789218766597,8.033675462365295
2025-12-31,6.4565147288573606,3.7842867822967876,9.271682436318613
2026-01-01,5.683346274159012,2.9460987634766016,8.487320531845612
2026-01-02,7.2345392707601075,4.214741292263804,10.240652573808491
2026-01-03,7.652535829172105,4.8570885607312375,10.555592632578069
2026-01-04,5.366900825130184,2.423873914283182,8.355105586011302
2026-01-05,5.8731064440360745,2.998045424710552,8.833045293080737
2026-01-06,5.4652893868623815,2.319631893049184,8.32573383972616
2026-01-07,6.584917698617898,3.790088771736258,9.398379910137692
2026-01-08,5.77430915249258,2.867407980366024,8.592776565630917
2026-01-09,7.289205186359997,4.266330094613256,10.066149525987333
2026-01-10,7.672905653710183,4.832070416730635,10.378156415129236
2026-01-11,5.35572900105346,2.5589979030893155,8.389946927482606
2026-01-12,5.833781393440512,2.942779191750199,8.68755571118451
2026-01-13,5.401702244897698,2.469022341187105,8.37247317239969
2026-01-14,6.501323270840032,3.614494302902582,9.36897318404037
2026-01-15,5.675183044046963,2.7596955327140353,8.634484074657676
2026-01-16,7.179100994198657,3.979589801734635,9.946379210847496
2026-01-17,7.556315957095898,4.837252787634594,10.315332625825075
2026-01-18,5.23695363776483,2.278966404682863,8.34905922492921
2026-01-19,5.716806180652484,2.7318470115864675,8.578871131614527
2026-01-20,5.290090905122489,2.3579956211783637,8.148876109017705
2026-01-21,6.398124869630555,3.5939210214751087,9.197776776478433
